Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
17,tt0022913,2016-07-10,2016-07-10,"Though its sympathies were with the sideshow performers, this circus drama was criticized for casting real-life ‚??human oddities.‚?ù",Freaks,https://www.imdb.com/title/tt0022913/,movie,7.9,64,1932,"Drama, Horror",40466,1932-02-12,Tod Browning
18,tt0290673,2016-07-10,2016-07-10,"Walkouts were common during this French thriller, which depicts a vicious and lengthy rape and its aftermath in reverse chronological order.",IrrÈversible,https://www.imdb.com/title/tt0290673/,movie,7.4,97,2002,"Crime, Drama, Mystery, Thriller",114260,2002-05-22,Gaspar NoÈ
19,tt0870984,2016-07-10,2016-07-10,"A couple engages in violent sex and sexual violence after their son‚??s death, but art-house audiences took its provocations in stride.",Antichrist,https://www.imdb.com/title/tt0870984/,movie,6.6,108,2009,"Drama, Horror",112477,2009-05-18,Lars von Trier
20,tt0004972,2016-07-10,2016-07-10,"Even in 1915, D.W. Griffith‚??s Civil War epic caused a stir for its stereotypical depiction of African-Americans.",The Birth of a Nation,https://www.imdb.com/title/tt0004972/,movie,6.4,195,1915,"Drama, History, War",21609,1915-02-08,D.W. Griffith
21,tt0335345,2016-07-10,2016-07-10,Mel Gibson's film was called anti-Semitic and became the highest-grossing independent film ever.,The Passion of the Christ,https://www.imdb.com/title/tt0335345/,movie,7.2,127,2004,Drama,210580,2004-02-25,Mel Gibson
22,tt0069089,2016-07-10,2016-07-10,"Cult provocateur John Waters used bizarre, crude, tasteless and sexually grotesque images to challenge cultural mores in his first feature.",Pink Flamingos,https://www.imdb.com/title/tt0069089/,movie,6.1,93,1972,"Comedy, Crime",21144,1972-03-17,John Waters
23,tt0090756,2016-07-10,2016-07-10,David Lynch's look at the violence beneath the facade of small-town eighties America was denounced for images of sexual degradation.,Blue Velvet,https://www.imdb.com/title/tt0090756/,movie,7.8,120,1986,"Drama, Mystery, Thriller",172796,1986-08-30,David Lynch
24,tt0083907,2016-07-10,2016-07-10,"Sam Raimi‚??s debut was virtually guaranteed an ""X"" rating for blood and gore, but the rape scene was the capper, and it was released unrated.",The Evil Dead,https://www.imdb.com/title/tt0083907/,movie,7.5,85,1981,Horror,179506,1981-10-15,Sam Raimi
25,tt0099763,2016-07-10,2016-07-10,Michael Rooker‚??s intense performance made this take on Henry Lee Lucas‚?? crimes feel unbearably real.,Henry: Portrait of a Serial Killer,https://www.imdb.com/title/tt0099763/,movie,7.0,83,1986,"Biography, Crime, Drama, Horror, Thriller",30477,1986-09-24,John McNaughton
26,tt0063522,2016-07-10,2016-07-10,"The National Catholic Office for Motion Pictures reviled Polanski's dark horror classic for making ""perverted use‚?ù of Christian beliefs.",Rosemary's Baby,https://www.imdb.com/title/tt0063522/,movie,8.0,137,1968,"Drama, Horror",183478,1968-06-12,Roman Polanski
27,tt0064665,2016-07-10,2016-07-10,"The only X-rated Best-Picture winner, this gritty movie discomfited some viewers with its frank, non-judgmental depiction of homosexuality.",Midnight Cowboy,https://www.imdb.com/title/tt0064665/,movie,7.8,113,1969,Drama,96789,1969-05-25,John Schlesinger
