Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
44,tt0175142,2013-03-04,2013-03-04,,Scary Movie,https://www.imdb.com/title/tt0175142/,movie,6.2,88,2000,Comedy,225151,2000-07-07,Keenen Ivory Wayans
45,tt0257106,2013-03-04,2013-03-04,,Scary Movie 2,https://www.imdb.com/title/tt0257106/,movie,5.3,83,2001,"Comedy, Horror",145263,2001-07-04,Keenen Ivory Wayans
46,tt0332379,2013-03-04,2013-03-04,,The School of Rock,https://www.imdb.com/title/tt0332379/,movie,7.1,109,2003,"Comedy, Music",257879,2003-09-09,Richard Linklater
47,tt0252866,2013-03-04,2013-03-04,,American Pie 2,https://www.imdb.com/title/tt0252866/,movie,6.4,108,2001,Comedy,233617,2001-08-06,J.B. Rogers
48,tt0328828,2013-03-04,2013-03-04,,American Wedding,https://www.imdb.com/title/tt0328828/,movie,6.3,96,2003,Comedy,189385,2003-07-24,Jesse Dylan
49,tt0454945,2013-03-04,2013-03-04,,She's the Man,https://www.imdb.com/title/tt0454945/,movie,6.3,105,2006,"Comedy, Romance, Sport",142046,2006-03-08,Andy Fickman
50,tt0315327,2013-03-04,2013-03-04,,Bruce Almighty,https://www.imdb.com/title/tt0315327/,movie,6.7,101,2003,"Comedy, Drama, Fantasy",361145,2003-05-14,Tom Shadyac
51,tt1142988,2013-03-04,2013-03-04,,The Ugly Truth,https://www.imdb.com/title/tt1142988/,movie,6.4,96,2009,"Comedy, Romance",198256,2009-07-16,Robert Luketic
52,tt0960144,2013-03-04,2013-03-04,,You Don't Mess with the Zohan,https://www.imdb.com/title/tt0960144/,movie,5.5,113,2008,Comedy,185134,2008-06-06,Dennis Dugan
53,tt0389860,2013-03-04,2013-03-04,,Click,https://www.imdb.com/title/tt0389860/,movie,6.4,107,2006,"Comedy, Drama, Fantasy, Romance",296426,2006-06-14,Frank Coraci
54,tt0490086,2013-03-04,2013-03-04,,Big Stan,https://www.imdb.com/title/tt0490086/,movie,6.2,105,2007,"Action, Comedy",40778,2007-11-05,Rob Schneider
55,tt0398165,2013-03-04,2013-03-04,,The Longest Yard,https://www.imdb.com/title/tt0398165/,movie,6.4,113,2005,"Comedy, Crime, Sport",157371,2005-05-19,Peter Segal
56,tt1411697,2013-03-04,2013-03-04,,The Hangover Part II,https://www.imdb.com/title/tt1411697/,movie,6.4,102,2011,Comedy,451006,2011-05-19,Todd Phillips
57,tt1282140,2013-03-04,2013-03-04,,Easy A,https://www.imdb.com/title/tt1282140/,movie,7.1,92,2010,"Comedy, Drama, Romance",345660,2010-09-11,Will Gluck
58,tt1231583,2013-03-04,2013-03-04,,Due Date,https://www.imdb.com/title/tt1231583/,movie,6.5,95,2010,"Comedy, Drama",315254,2010-10-31,Todd Phillips
59,tt0266915,2013-03-04,2013-03-04,,Rush Hour 2,https://www.imdb.com/title/tt0266915/,movie,6.6,90,2001,"Action, Comedy, Crime, Thriller",194107,2001-07-26,Brett Ratner
60,tt0293564,2013-03-04,2013-03-04,,Rush Hour 3,https://www.imdb.com/title/tt0293564/,movie,6.2,91,2007,"Action, Comedy, Crime, Thriller",148637,2007-07-30,Brett Ratner
61,tt0381707,2013-03-04,2013-03-04,,White Chicks,https://www.imdb.com/title/tt0381707/,movie,5.6,109,2004,"Comedy, Crime",125582,2004-06-23,Keenen Ivory Wayans
62,tt1564367,2013-03-04,2013-03-04,,Just Go with It,https://www.imdb.com/title/tt1564367/,movie,6.4,117,2011,"Comedy, Romance",212262,2011-02-08,Dennis Dugan
63,tt0384793,2013-03-04,2013-03-04,,Accepted,https://www.imdb.com/title/tt0384793/,movie,6.4,93,2006,Comedy,120096,2006-08-18,Steve Pink
64,tt0215129,2013-03-04,2013-03-04,,Road Trip,https://www.imdb.com/title/tt0215129/,movie,6.4,93,2000,Comedy,153688,2000-05-11,Todd Phillips
65,tt0356150,2013-03-04,2013-03-04,,EuroTrip,https://www.imdb.com/title/tt0356150/,movie,6.6,92,2004,Comedy,189102,2004-02-20,"Jeff Schaffer, Alec Berg, David Mandel"
66,tt0319343,2013-06-09,2013-06-09,,Elf,https://www.imdb.com/title/tt0319343/,movie,6.9,97,2003,"Comedy, Family, Fantasy, Romance",209338,2003-10-09,Jon Favreau
67,tt1648179,2013-07-03,2013-07-03,,Here Comes the Boom,https://www.imdb.com/title/tt1648179/,movie,6.4,105,2012,"Action, Comedy, Sport",83886,2012-10-10,Frank Coraci
68,tt1465522,2013-07-03,2013-07-03,,Tucker and Dale vs Evil,https://www.imdb.com/title/tt1465522/,movie,7.5,89,2010,"Comedy, Horror",160228,2010-01-22,Eli Craig
69,tt1068680,2013-07-04,2013-07-04,,Yes Man,https://www.imdb.com/title/tt1068680/,movie,6.8,104,2008,"Comedy, Romance",325258,2008-12-09,Peyton Reed
70,tt0290002,2013-07-09,2013-07-09,,Meet the Fockers,https://www.imdb.com/title/tt0290002/,movie,6.3,115,2004,"Comedy, Romance",246193,2004-12-16,Jay Roach
71,tt0212338,2013-07-09,2013-07-09,,Meet the Parents,https://www.imdb.com/title/tt0212338/,movie,7.0,108,2000,"Comedy, Romance",302662,2000-10-06,Jay Roach
72,tt0343660,2013-07-09,2013-07-09,,50 First Dates,https://www.imdb.com/title/tt0343660/,movie,6.8,99,2004,"Comedy, Drama, Romance",316563,2004-02-03,Peter Segal
73,tt0302640,2013-07-09,2013-07-09,,The Hot Chick,https://www.imdb.com/title/tt0302640/,movie,5.5,104,2002,"Comedy, Fantasy",87570,2002-12-02,Tom Brady
74,tt0841046,2013-07-09,2013-07-09,,Walk Hard: The Dewey Cox Story,https://www.imdb.com/title/tt0841046/,movie,6.8,96,2007,"Comedy, Drama, Music",64753,2007-12-21,Jake Kasdan
75,tt0974661,2013-07-14,2013-07-14,,17 Again,https://www.imdb.com/title/tt0974661/,movie,6.3,102,2009,"Comedy, Drama, Fantasy",174001,2009-03-11,Burr Steers
76,tt1716772,2013-07-15,2013-07-15,,The Inbetweeners Movie,https://www.imdb.com/title/tt1716772/,movie,6.7,97,2011,Comedy,76018,2011-08-17,Ben Palmer
77,tt1031969,2013-07-15,2013-07-15,,The Rocker,https://www.imdb.com/title/tt1031969/,movie,6.2,102,2008,"Comedy, Music",36169,2008-06-12,Peter Cattaneo
78,tt0365830,2013-07-15,2013-07-15,,Tenacious D in The Pick of Destiny,https://www.imdb.com/title/tt0365830/,movie,6.8,93,2006,"Adventure, Comedy, Music, Musical",99454,2006-10-26,Liam Lynch
79,tt0445934,2013-08-29,2013-08-29,,Blades of Glory,https://www.imdb.com/title/tt0445934/,movie,6.3,93,2007,"Comedy, Sport",153466,2007-03-30,"Will Speck, Josh Gordon"
80,tt2404463,2013-10-08,2013-10-08,,The Heat,https://www.imdb.com/title/tt2404463/,movie,6.6,117,2013,"Action, Comedy, Crime",158586,2013-06-23,Paul Feig
81,tt1723121,2013-11-06,2013-11-06,,We're the Millers,https://www.imdb.com/title/tt1723121/,movie,7.0,110,2013,"Comedy, Crime",389435,2013-08-03,Rawson Marshall Thurber
82,tt1622547,2013-11-06,2013-11-06,,30 Minutes or Less,https://www.imdb.com/title/tt1622547/,movie,6.1,83,2011,"Action, Comedy, Crime",91351,2011-08-11,Ruben Fleischer
83,tt0480687,2013-12-31,2013-12-31,,Hall Pass,https://www.imdb.com/title/tt0480687/,movie,5.8,105,2011,"Comedy, Romance",117287,2011-02-23,"Bobby Farrelly, Peter Farrelly"
84,tt3063516,2014-01-15,2014-01-15,,Bad Grandpa,https://www.imdb.com/title/tt3063516/,movie,6.5,92,2013,Comedy,87782,2013-10-23,Jeff Tremaine
85,tt1204975,2014-01-16,2014-01-16,,Last Vegas,https://www.imdb.com/title/tt1204975/,movie,6.6,105,2013,"Comedy, Drama",125062,2013-10-31,Jon Turteltaub
86,tt1512235,2014-02-06,2014-02-06,,Super,https://www.imdb.com/title/tt1512235/,movie,6.7,96,2010,"Action, Comedy, Drama",73017,2010-09-10,James Gunn
87,tt0403702,2014-02-06,2014-02-06,,Youth in Revolt,https://www.imdb.com/title/tt0403702/,movie,6.4,90,2009,"Comedy, Drama, Romance",71480,2009-09-11,Miguel Arteta
